date,department,test_type,tests_conducted,avg_tat,cost_per_test,total_cost,rejected_tests,rejection_reasons,patient_satisfaction,instrument_name,instrument_utilization
8-Dec-2025,General Medicine,LFT,14,120,400,5600,0,Unknown,4,Biochemistry Analyzer,75.32
8-Dec-2025,General Medicine,Lipid Profile,13,180,600,7800,1,Hemolyzed Sample,3.8,Biochemistry Analyzer,77.88
8-Dec-2025,General Medicine,Urine Routine,14,90,150,2100,0,Unknown,4.1,Biochemistry Analyzer,78.23
8-Dec-2025,General Surgery,CBC,9,60,200,1800,0,Unknown,4,Hematology Analyzer,80.5
8-Dec-2025,General Surgery,Coagulation Profile,5,150,500,2500,0,Unknown,4.3,Biochemistry Analyzer,66.1
8-Dec-2025,General Surgery,Crossmatch,7,240,800,5600,0,Unknown,4.5,Hematology Analyzer,74.7
8-Dec-2025,General Surgery,LFT,9,120,400,3600,0,Unknown,3.5,Biochemistry Analyzer,68.57
8-Dec-2025,Gynecology & OBG,CBC,9,60,200,1800,0,Unknown,3.3,Hematology Analyzer,79.47
8-Dec-2025,Gynecology & OBG,Hormone Panel,15,180,1500,22500,2,"Instrument Failure,Hemolyzed Sample",2.6,Hematology Analyzer,78.92
8-Dec-2025,Gynecology & OBG,Pregnancy Test,11,20,250,2750,0,Unknown,3.5,Biochemistry Analyzer,86.38
8-Dec-2025,Gynecology & OBG,Ultrasound,12,45,1200,14400,1,Insufficient Volume,4.2,Ultrasound Machine,78.71
8-Dec-2025,Nephrology,Creatinine Clearance,8,1440,500,4000,0,Unknown,4.6,Biochemistry Analyzer,80.82
8-Dec-2025,Nephrology,Electrolytes,11,60,300,3300,1,Expired Reagent,3.7,Hematology Analyzer,81.74
8-Dec-2025,Nephrology,Renal Panel,13,120,600,7800,2,"Clotted Sample,Hemolyzed Sample",4,Biochemistry Analyzer,75.04
8-Dec-2025,Nephrology,Urine Culture,11,2880,700,7700,0,Unknown,4.3,Hematology Analyzer,77.76
8-Dec-2025,Neurology,CT Brain,14,30,3000,42000,0,Unknown,2.6,CT Scanner,78.25
8-Dec-2025,Neurology,EEG,14,45,1500,21000,0,Unknown,4,Hematology Analyzer,84.44
8-Dec-2025,Neurology,Electrolytes,11,60,300,3300,0,Unknown,4.6,Hematology Analyzer,79
8-Dec-2025,Neurology,MRI Brain,3,60,5000,15000,0,Unknown,4,MRI Machine,71.26
8-Dec-2025,Orthopedics,Calcium,9,60,300,2700,0,Unknown,4.2,Biochemistry Analyzer,74.62
8-Dec-2025,Orthopedics,MRI Spine,8,60,5000,40000,0,Unknown,3.4,MRI Machine,78.58
8-Dec-2025,Orthopedics,Vitamin D,7,240,800,5600,0,Unknown,3.8,Hematology Analyzer,84.77
8-Dec-2025,Orthopedics,X-Ray,6,30,400,2400,0,Unknown,4.8,X-Ray Machine,82.09
8-Dec-2025,Pediatrics,CBC,9,60,200,1800,1,Instrument Failure,4.5,Biochemistry Analyzer,85.96
8-Dec-2025,Pediatrics,Rapid Infection Panel,11,120,1200,13200,0,Unknown,3.8,Hematology Analyzer,75.87
8-Dec-2025,Pediatrics,Stool Test,7,60,200,1400,0,Unknown,4,Biochemistry Analyzer,72.96
8-Dec-2025,Pediatrics,Urine Routine,6,90,150,900,0,Unknown,3.7,Biochemistry Analyzer,71
8-Dec-2025,Pulmonology,ABG Analysis,18,20,500,9000,0,Unknown,3.3,Biochemistry Analyzer,78.94
8-Dec-2025,Pulmonology,Chest X-Ray,18,30,400,7200,0,Unknown,3.2,X-Ray Machine,82
8-Dec-2025,Pulmonology,Spirometry,3,30,600,1800,0,Unknown,3,Spirometer,76.05
8-Dec-2025,Pulmonology,Sputum AFB,11,2880,500,5500,0,Unknown,4.3,Hematology Analyzer,79.59
9-Dec-2025,Cardiology,ECG,8,15,300,2400,0,Unknown,4.2,ECG Machine,81.26
9-Dec-2025,Cardiology,Echocardiogram,11,45,2000,22000,1,Instrument Failure,3.8,ECG Machine,73.7
9-Dec-2025,Cardiology,Lipid Profile,7,180,600,4200,0,Unknown,4.5,Biochemistry Analyzer,74.83
9-Dec-2025,Cardiology,Troponin,5,60,700,3500,0,Unknown,3.2,Hematology Analyzer,79.11
9-Dec-2025,General Medicine,Blood Sugar,13,30,100,1300,0,Unknown,3.7,Biochemistry Analyzer,77.72
9-Dec-2025,General Medicine,CBC,10,60,200,2000,0,Unknown,4,Hematology Analyzer,71.7
9-Dec-2025,General Medicine,LFT,6,120,400,2400,0,Unknown,3.8,Biochemistry Analyzer,84.19
9-Dec-2025,General Medicine,Lipid Profile,9,180,600,5400,0,Unknown,3.8,Biochemistry Analyzer,77.02
9-Dec-2025,General Medicine,Urine Routine,14,90,150,2100,0,Unknown,3.8,Hematology Analyzer,78.56
9-Dec-2025,General Surgery,CBC,11,60,200,2200,0,Unknown,3,Biochemistry Analyzer,86.39
9-Dec-2025,General Surgery,Coagulation Profile,14,150,500,7000,1,Expired Reagent,4,Biochemistry Analyzer,72.46
9-Dec-2025,General Surgery,Crossmatch,14,240,800,11200,1,Insufficient Volume,4,Biochemistry Analyzer,77.8
9-Dec-2025,General Surgery,LFT,19,120,400,7600,0,Unknown,3.8,Biochemistry Analyzer,84.2
9-Dec-2025,Gynecology & OBG,CBC,14,60,200,2800,0,Unknown,4,Hematology Analyzer,75.08
9-Dec-2025,Gynecology & OBG,Hormone Panel,12,180,1500,18000,0,Unknown,3.8,Hematology Analyzer,81.45
9-Dec-2025,Gynecology & OBG,Pregnancy Test,10,20,250,2500,1,Instrument Failure,3.2,Biochemistry Analyzer,82.97
9-Dec-2025,Gynecology & OBG,Ultrasound,11,45,1200,13200,0,Unknown,3.5,Ultrasound Machine,76.58
9-Dec-2025,Nephrology,Creatinine Clearance,10,1440,500,5000,0,Unknown,4.4,Biochemistry Analyzer,77.89
9-Dec-2025,Nephrology,Electrolytes,11,60,300,3300,0,Unknown,2.8,Biochemistry Analyzer,79.79
9-Dec-2025,Nephrology,Renal Panel,8,120,600,4800,2,"Contaminated Sample,Insufficient Volume",3,Hematology Analyzer,80.37
9-Dec-2025,Nephrology,Urine Culture,10,2880,700,7000,0,Unknown,4.4,Biochemistry Analyzer,75.44
9-Dec-2025,Neurology,CT Brain,12,30,3000,36000,1,Instrument Failure,4.2,CT Scanner,70.38
9-Dec-2025,Neurology,EEG,14,45,1500,21000,0,Unknown,3.8,Biochemistry Analyzer,78.44
9-Dec-2025,Neurology,Electrolytes,14,60,300,4200,0,Unknown,4.2,Biochemistry Analyzer,78.28
9-Dec-2025,Neurology,MRI Brain,11,60,5000,55000,0,Unknown,3.5,MRI Machine,79.19
9-Dec-2025,Orthopedics,Calcium,9,60,300,2700,0,Unknown,4.3,Hematology Analyzer,74.88
9-Dec-2025,Orthopedics,MRI Spine,9,60,5000,45000,1,Insufficient Volume,4,MRI Machine,71.25
9-Dec-2025,Orthopedics,Vitamin D,9,240,800,7200,0,Unknown,3.8,Biochemistry Analyzer,74.68
9-Dec-2025,Orthopedics,X-Ray,11,30,400,4400,0,Unknown,4.5,X-Ray Machine,78.84
9-Dec-2025,Pediatrics,CBC,7,60,200,1400,0,Unknown,4.7,Hematology Analyzer,81.29
9-Dec-2025,Pediatrics,Rapid Infection Panel,7,120,1200,8400,1,Clotted Sample,3.3,Hematology Analyzer,73.56
9-Dec-2025,Pediatrics,Stool Test,12,60,200,2400,1,Instrument Failure,3.6,Biochemistry Analyzer,72.06
9-Dec-2025,Pediatrics,Urine Routine,7,90,150,1050,0,Unknown,3.8,Hematology Analyzer,75.82
9-Dec-2025,Pulmonology,ABG Analysis,10,20,500,5000,1,Expired Reagent,4.6,Biochemistry Analyzer,76.9
9-Dec-2025,Pulmonology,Chest X-Ray,14,30,400,5600,0,Unknown,4.2,X-Ray Machine,76.2
9-Dec-2025,Pulmonology,Spirometry,13,30,600,7800,0,Unknown,3.2,Spirometer,81.04
9-Dec-2025,Pulmonology,Sputum AFB,20,2880,500,10000,0,Unknown,3.8,Biochemistry Analyzer,82.46
10-Dec-2025,Cardiology,ECG,16,15,300,4800,0,Unknown,2.8,ECG Machine,78.23
10-Dec-2025,Cardiology,Echocardiogram,15,45,2000,30000,2,"Hemolyzed Sample,Insufficient Volume",3.2,ECG Machine,71.13
10-Dec-2025,Cardiology,Lipid Profile,13,180,600,7800,0,Unknown,4.2,Hematology Analyzer,70.72
10-Dec-2025,Cardiology,Troponin,16,60,700,11200,0,Unknown,3,Hematology Analyzer,80.05
10-Dec-2025,General Medicine,Blood Sugar,4,30,100,400,0,Unknown,4.3,Hematology Analyzer,82.99
10-Dec-2025,General Medicine,CBC,14,60,200,2800,0,Unknown,3.8,Biochemistry Analyzer,82.22
10-Dec-2025,General Medicine,LFT,7,120,400,2800,0,Unknown,4.4,Hematology Analyzer,75.44
10-Dec-2025,General Medicine,Lipid Profile,7,180,600,4200,1,Clotted Sample,4.2,Biochemistry Analyzer,80.02
10-Dec-2025,General Medicine,Urine Routine,8,90,150,1200,0,Unknown,4.2,Biochemistry Analyzer,78.23
10-Dec-2025,General Surgery,CBC,9,60,200,1800,0,Unknown,3.4,Biochemistry Analyzer,81.76
10-Dec-2025,General Surgery,Coagulation Profile,11,150,500,5500,1,Clotted Sample,3.5,Biochemistry Analyzer,75.24
10-Dec-2025,General Surgery,Crossmatch,12,240,800,9600,1,Contaminated Sample,3.7,Hematology Analyzer,74.18
10-Dec-2025,General Surgery,LFT,16,120,400,6400,1,Expired Reagent,3.2,Hematology Analyzer,73.6
10-Dec-2025,Gynecology & OBG,CBC,10,60,200,2000,0,Unknown,4.5,Biochemistry Analyzer,78.26
10-Dec-2025,Gynecology & OBG,Hormone Panel,20,180,1500,30000,0,Unknown,3,Biochemistry Analyzer,80.64
10-Dec-2025,Gynecology & OBG,Pregnancy Test,10,20,250,2500,0,Unknown,3.6,Biochemistry Analyzer,81.35
10-Dec-2025,Gynecology & OBG,Ultrasound,8,45,1200,9600,0,Unknown,4,Ultrasound Machine,80.49
10-Dec-2025,Nephrology,Creatinine Clearance,8,1440,500,4000,0,Unknown,4.5,Hematology Analyzer,73.98
10-Dec-2025,Nephrology,Electrolytes,10,60,300,3000,1,Expired Reagent,3.8,Hematology Analyzer,75.81
10-Dec-2025,Nephrology,Renal Panel,19,120,600,11400,1,Insufficient Volume,4.3,Hematology Analyzer,71.87
10-Dec-2025,Nephrology,Urine Culture,10,2880,700,7000,0,Unknown,3.8,Biochemistry Analyzer,72.77
10-Dec-2025,Neurology,CT Brain,14,30,3000,42000,1,Instrument Failure,3.2,CT Scanner,79.67
10-Dec-2025,Neurology,EEG,10,45,1500,15000,0,Unknown,3.6,Hematology Analyzer,83.46
10-Dec-2025,Neurology,Electrolytes,6,60,300,1800,0,Unknown,3.5,Biochemistry Analyzer,76.66
10-Dec-2025,Neurology,MRI Brain,12,60,5000,60000,0,Unknown,4.2,MRI Machine,75.09
10-Dec-2025,Orthopedics,Calcium,11,60,300,3300,0,Unknown,3.8,Biochemistry Analyzer,76.41
10-Dec-2025,Orthopedics,MRI Spine,10,60,5000,50000,0,Unknown,3.2,MRI Machine,74.95
10-Dec-2025,Orthopedics,Vitamin D,12,240,800,9600,0,Unknown,4.3,Biochemistry Analyzer,72.55
10-Dec-2025,Orthopedics,X-Ray,14,30,400,5600,0,Unknown,4.4,X-Ray Machine,83.18
10-Dec-2025,Pediatrics,CBC,11,60,200,2200,0,Unknown,3.8,Biochemistry Analyzer,72.88
10-Dec-2025,Pediatrics,Rapid Infection Panel,9,120,1200,10800,0,Unknown,4.8,Biochemistry Analyzer,73.08
10-Dec-2025,Pediatrics,Stool Test,13,60,200,2600,0,Unknown,4.2,Biochemistry Analyzer,75.05
10-Dec-2025,Pediatrics,Urine Routine,10,90,150,1500,0,Unknown,4.6,Biochemistry Analyzer,83.09
10-Dec-2025,Pulmonology,ABG Analysis,11,20,500,5500,0,Unknown,4.2,Biochemistry Analyzer,82.23
10-Dec-2025,Pulmonology,Chest X-Ray,10,30,400,4000,0,Unknown,4,X-Ray Machine,73.15
10-Dec-2025,Pulmonology,Spirometry,10,30,600,6000,1,Expired Reagent,3.8,Spirometer,69.76
10-Dec-2025,Pulmonology,Sputum AFB,7,2880,500,3500,0,Unknown,3.3,Hematology Analyzer,80.96
11-Dec-2025,Cardiology,ECG,6,15,300,1800,1,Expired Reagent,3.8,ECG Machine,76.27
11-Dec-2025,Cardiology,Echocardiogram,13,45,2000,26000,0,Unknown,3.2,ECG Machine,79.36
11-Dec-2025,Cardiology,Lipid Profile,12,180,600,7200,0,Unknown,3,Biochemistry Analyzer,82.96
11-Dec-2025,Cardiology,Troponin,11,60,700,7700,0,Unknown,4.4,Hematology Analyzer,84.79
11-Dec-2025,General Medicine,Blood Sugar,15,30,100,1500,0,Unknown,4.2,Biochemistry Analyzer,80.48
11-Dec-2025,General Medicine,CBC,12,60,200,2400,2,"Clotted Sample,Insufficient Volume",3.6,Biochemistry Analyzer,82.35
11-Dec-2025,General Medicine,LFT,6,120,400,2400,0,Unknown,4.5,Biochemistry Analyzer,76.38
11-Dec-2025,General Medicine,Lipid Profile,15,180,600,9000,0,Unknown,4,Biochemistry Analyzer,85.77
11-Dec-2025,General Medicine,Urine Routine,9,90,150,1350,2,"Expired Reagent,Expired Reagent",3.2,Biochemistry Analyzer,85.25
11-Dec-2025,General Surgery,CBC,14,60,200,2800,1,Instrument Failure,3.7,Hematology Analyzer,78.97
11-Dec-2025,General Surgery,Coagulation Profile,6,150,500,3000,0,Unknown,4.3,Biochemistry Analyzer,78.26
11-Dec-2025,General Surgery,Crossmatch,15,240,800,12000,0,Unknown,3.6,Hematology Analyzer,76.5
11-Dec-2025,General Surgery,LFT,20,120,400,8000,2,"Clotted Sample,Expired Reagent",3.6,Biochemistry Analyzer,76.71
11-Dec-2025,Gynecology & OBG,CBC,13,60,200,2600,0,Unknown,3.3,Biochemistry Analyzer,74.54
11-Dec-2025,Gynecology & OBG,Hormone Panel,9,180,1500,13500,1,Contaminated Sample,3.2,Hematology Analyzer,89.42
11-Dec-2025,Gynecology & OBG,Pregnancy Test,16,20,250,4000,2,"Insufficient Volume,Clotted Sample",3,Hematology Analyzer,79.37
11-Dec-2025,Gynecology & OBG,Ultrasound,12,45,1200,14400,0,Unknown,3.8,Ultrasound Machine,78.87
11-Dec-2025,Nephrology,Creatinine Clearance,2,1440,500,1000,0,Unknown,2.5,Biochemistry Analyzer,78.24
11-Dec-2025,Nephrology,Electrolytes,7,60,300,2100,0,Unknown,1.8,Hematology Analyzer,70.62
11-Dec-2025,Nephrology,Renal Panel,8,120,600,4800,0,Unknown,2.7,Hematology Analyzer,66.91
11-Dec-2025,Nephrology,Urine Culture,10,2880,700,7000,0,Unknown,4.3,Biochemistry Analyzer,68.11
11-Dec-2025,Neurology,CT Brain,13,30,3000,39000,2,"Insufficient Volume,Expired Reagent",4.2,CT Scanner,79.71
11-Dec-2025,Neurology,EEG,6,45,1500,9000,0,Unknown,4,Hematology Analyzer,80.33
11-Dec-2025,Neurology,Electrolytes,9,60,300,2700,0,Unknown,4,Biochemistry Analyzer,74.28
11-Dec-2025,Neurology,MRI Brain,17,60,5000,85000,1,Insufficient Volume,3.7,MRI Machine,75.04
11-Dec-2025,Orthopedics,Calcium,9,60,300,2700,1,Hemolyzed Sample,3.8,Biochemistry Analyzer,75.11
11-Dec-2025,Orthopedics,MRI Spine,14,60,5000,70000,1,Expired Reagent,4.2,MRI Machine,74.62
11-Dec-2025,Orthopedics,Vitamin D,15,240,800,12000,0,Unknown,4.2,Biochemistry Analyzer,85.19
11-Dec-2025,Orthopedics,X-Ray,7,30,400,2800,1,Contaminated Sample,4,X-Ray Machine,80.83
11-Dec-2025,Pediatrics,CBC,5,60,200,1000,0,Unknown,4.2,Biochemistry Analyzer,75.19
11-Dec-2025,Pediatrics,Rapid Infection Panel,10,120,1200,12000,0,Unknown,3.4,Biochemistry Analyzer,66.18
11-Dec-2025,Pediatrics,Stool Test,13,60,200,2600,1,Hemolyzed Sample,4.4,Biochemistry Analyzer,83.61
11-Dec-2025,Pediatrics,Urine Routine,10,90,150,1500,1,Expired Reagent,3.8,Hematology Analyzer,75.59
11-Dec-2025,Pulmonology,ABG Analysis,5,20,500,2500,0,Unknown,4.8,Biochemistry Analyzer,79.43
11-Dec-2025,Pulmonology,Chest X-Ray,7,30,400,2800,0,Unknown,4,X-Ray Machine,75.22
11-Dec-2025,Pulmonology,Spirometry,11,30,600,6600,1,Insufficient Volume,4.5,Spirometer,79.76
11-Dec-2025,Pulmonology,Sputum AFB,8,2880,500,4000,0,Unknown,3.2,Hematology Analyzer,83.36
12-Dec-2025,Cardiology,ECG,7,15,300,2100,0,Unknown,4.5,ECG Machine,82.82
12-Dec-2025,Cardiology,Echocardiogram,15,45,2000,30000,1,Contaminated Sample,4.4,ECG Machine,81.46
12-Dec-2025,Cardiology,Lipid Profile,7,180,600,4200,0,Unknown,4.4,Biochemistry Analyzer,78.91
12-Dec-2025,Cardiology,Troponin,7,60,700,4900,0,Unknown,4.5,Biochemistry Analyzer,72.91
12-Dec-2025,General Medicine,Blood Sugar,13,30,100,1300,0,Unknown,3,Biochemistry Analyzer,76.64
12-Dec-2025,General Medicine,CBC,8,60,200,1600,1,Expired Reagent,3.8,Hematology Analyzer,77.57
12-Dec-2025,General Medicine,LFT,8,120,400,3200,1,Contaminated Sample,4.2,Hematology Analyzer,73.68
12-Dec-2025,General Medicine,Lipid Profile,13,180,600,7800,1,Hemolyzed Sample,4.3,Biochemistry Analyzer,65.93
12-Dec-2025,General Medicine,Urine Routine,14,90,150,2100,1,Clotted Sample,4,Hematology Analyzer,74.47
12-Dec-2025,General Surgery,CBC,12,60,200,2400,0,Unknown,3.5,Biochemistry Analyzer,81.32
12-Dec-2025,General Surgery,Coagulation Profile,8,150,500,4000,0,Unknown,3.8,Biochemistry Analyzer,78.26
12-Dec-2025,General Surgery,Crossmatch,10,240,800,8000,0,Unknown,4.2,Biochemistry Analyzer,83.95
12-Dec-2025,General Surgery,LFT,12,120,400,4800,0,Unknown,3.7,Hematology Analyzer,80.4
12-Dec-2025,Gynecology & OBG,CBC,12,60,200,2400,0,Unknown,3.2,Biochemistry Analyzer,80.94
12-Dec-2025,Gynecology & OBG,Hormone Panel,11,180,1500,16500,0,Unknown,2.8,Biochemistry Analyzer,81.39
12-Dec-2025,Gynecology & OBG,Pregnancy Test,6,20,250,1500,0,Unknown,4.5,Hematology Analyzer,78.6
12-Dec-2025,Gynecology & OBG,Ultrasound,15,45,1200,18000,2,"Clotted Sample,Instrument Failure",3.8,Ultrasound Machine,79.72
12-Dec-2025,Nephrology,Creatinine Clearance,8,1440,500,4000,0,Unknown,4.4,Biochemistry Analyzer,71.62
12-Dec-2025,Nephrology,Electrolytes,7,60,300,2100,0,Unknown,3.8,Hematology Analyzer,84.21
12-Dec-2025,Nephrology,Renal Panel,9,120,600,5400,0,Unknown,3,Biochemistry Analyzer,75.09
12-Dec-2025,Nephrology,Urine Culture,9,2880,700,6300,0,Unknown,3.2,Biochemistry Analyzer,73.42
12-Dec-2025,Neurology,CT Brain,13,30,3000,39000,0,Unknown,4.2,CT Scanner,68.55
12-Dec-2025,Neurology,EEG,5,45,1500,7500,0,Unknown,4.2,Hematology Analyzer,82.16
12-Dec-2025,Neurology,Electrolytes,9,60,300,2700,0,Unknown,3,Biochemistry Analyzer,82.95
12-Dec-2025,Neurology,MRI Brain,17,60,5000,85000,1,Contaminated Sample,3.5,MRI Machine,74.77
12-Dec-2025,Orthopedics,Calcium,7,60,300,2100,0,Unknown,3.7,Hematology Analyzer,69.12
12-Dec-2025,Orthopedics,MRI Spine,17,60,5000,85000,0,Unknown,3,MRI Machine,78.37
12-Dec-2025,Orthopedics,Vitamin D,15,240,800,12000,1,Contaminated Sample,3.3,Biochemistry Analyzer,76.61
12-Dec-2025,Orthopedics,X-Ray,16,30,400,6400,0,Unknown,4.5,X-Ray Machine,71.41
12-Dec-2025,Pediatrics,CBC,7,60,200,1400,0,Unknown,3.6,Hematology Analyzer,74.32
12-Dec-2025,Pediatrics,Rapid Infection Panel,14,120,1200,16800,1,Instrument Failure,4.2,Biochemistry Analyzer,71.03
12-Dec-2025,Pediatrics,Stool Test,12,60,200,2400,0,Unknown,3.7,Hematology Analyzer,79.08
12-Dec-2025,Pediatrics,Urine Routine,6,90,150,900,0,Unknown,4.3,Biochemistry Analyzer,79.42
12-Dec-2025,Pulmonology,ABG Analysis,7,20,500,3500,0,Unknown,4.7,Hematology Analyzer,72.95
12-Dec-2025,Pulmonology,Chest X-Ray,7,30,400,2800,0,Unknown,3.7,X-Ray Machine,79.49
12-Dec-2025,Pulmonology,Spirometry,10,30,600,6000,0,Unknown,3.8,Spirometer,74.16
12-Dec-2025,Pulmonology,Sputum AFB,8,2880,500,4000,0,Unknown,4.7,Hematology Analyzer,74.75
13-Dec-2025,Cardiology,ECG,10,15,300,3000,0,Unknown,3.8,ECG Machine,72.91
13-Dec-2025,Cardiology,Echocardiogram,10,45,2000,20000,1,Expired Reagent,4.3,ECG Machine,74.06
13-Dec-2025,Cardiology,Lipid Profile,10,180,600,6000,0,Unknown,3.8,Biochemistry Analyzer,84.89
13-Dec-2025,Cardiology,Troponin,14,60,700,9800,0,Unknown,4,Hematology Analyzer,73.52
13-Dec-2025,General Medicine,Blood Sugar,14,30,100,1400,2,"Expired Reagent,Clotted Sample",2.8,Biochemistry Analyzer,72.62
13-Dec-2025,General Medicine,CBC,14,60,200,2800,1,Insufficient Volume,3.2,Biochemistry Analyzer,82
13-Dec-2025,General Medicine,LFT,16,120,400,6400,0,Unknown,3.4,Hematology Analyzer,80.76
13-Dec-2025,General Medicine,Lipid Profile,14,180,600,8400,0,Unknown,4,Biochemistry Analyzer,74.4
13-Dec-2025,General Medicine,Urine Routine,11,90,150,1650,0,Unknown,3.8,Biochemistry Analyzer,77.04
13-Dec-2025,General Surgery,CBC,12,60,200,2400,1,Expired Reagent,4.5,Biochemistry Analyzer,78.42
13-Dec-2025,General Surgery,Coagulation Profile,9,150,500,4500,0,Unknown,3.8,Biochemistry Analyzer,85.07
13-Dec-2025,General Surgery,Crossmatch,13,240,800,10400,0,Unknown,2.5,Biochemistry Analyzer,80.96
13-Dec-2025,General Surgery,LFT,14,120,400,5600,1,Insufficient Volume,4.2,Hematology Analyzer,76.29
13-Dec-2025,Gynecology & OBG,CBC,5,60,200,1000,0,Unknown,3.5,Hematology Analyzer,80.47
13-Dec-2025,Gynecology & OBG,Hormone Panel,10,180,1500,15000,0,Unknown,3.3,Biochemistry Analyzer,77.56
13-Dec-2025,Gynecology & OBG,Pregnancy Test,10,20,250,2500,1,Clotted Sample,3.8,Hematology Analyzer,83.01
13-Dec-2025,Gynecology & OBG,Ultrasound,3,45,1200,3600,0,Unknown,5,Ultrasound Machine,85.98
13-Dec-2025,Nephrology,Creatinine Clearance,12,1440,500,6000,1,Instrument Failure,3.6,Hematology Analyzer,74.34
13-Dec-2025,Nephrology,Electrolytes,14,60,300,4200,0,Unknown,3.8,Biochemistry Analyzer,82.86
13-Dec-2025,Nephrology,Renal Panel,8,120,600,4800,1,Expired Reagent,4,Hematology Analyzer,76.23
13-Dec-2025,Nephrology,Urine Culture,16,2880,700,11200,0,Unknown,3.3,Hematology Analyzer,73.49
13-Dec-2025,Neurology,CT Brain,8,30,3000,24000,0,Unknown,4.5,CT Scanner,85.56
13-Dec-2025,Neurology,EEG,8,45,1500,12000,1,Clotted Sample,4.2,Biochemistry Analyzer,74.63
13-Dec-2025,Neurology,Electrolytes,8,60,300,2400,0,Unknown,3,Hematology Analyzer,79.08
13-Dec-2025,Neurology,MRI Brain,9,60,5000,45000,0,Unknown,2.8,MRI Machine,70.7
13-Dec-2025,Orthopedics,Calcium,8,60,300,2400,0,Unknown,3.3,Biochemistry Analyzer,78.87
13-Dec-2025,Orthopedics,MRI Spine,7,60,5000,35000,0,Unknown,3.8,MRI Machine,78.28
13-Dec-2025,Orthopedics,Vitamin D,4,240,800,3200,0,Unknown,4,Biochemistry Analyzer,75.13
13-Dec-2025,Orthopedics,X-Ray,8,30,400,3200,1,Expired Reagent,3.4,X-Ray Machine,75.01
13-Dec-2025,Pediatrics,CBC,8,60,200,1600,0,Unknown,4,Biochemistry Analyzer,72.99
13-Dec-2025,Pediatrics,Rapid Infection Panel,14,120,1200,16800,0,Unknown,4.6,Biochemistry Analyzer,74.48
13-Dec-2025,Pediatrics,Stool Test,12,60,200,2400,2,"Contaminated Sample,Insufficient Volume",4.4,Biochemistry Analyzer,75.2
13-Dec-2025,Pediatrics,Urine Routine,17,90,150,2550,0,Unknown,3.3,Biochemistry Analyzer,73.4
13-Dec-2025,Pulmonology,ABG Analysis,4,20,500,2000,0,Unknown,2.8,Hematology Analyzer,70.08
13-Dec-2025,Pulmonology,Chest X-Ray,10,30,400,4000,0,Unknown,4,X-Ray Machine,78.78
13-Dec-2025,Pulmonology,Spirometry,9,30,600,5400,0,Unknown,4.6,Spirometer,83.73
13-Dec-2025,Pulmonology,Sputum AFB,10,2880,500,5000,1,Hemolyzed Sample,3.7,Biochemistry Analyzer,79
14-Dec-2025,Cardiology,ECG,11,15,300,3300,0,Unknown,4,ECG Machine,76.14
14-Dec-2025,Cardiology,Echocardiogram,7,45,2000,14000,0,Unknown,3.7,ECG Machine,90.89
14-Dec-2025,Cardiology,Lipid Profile,9,180,600,5400,0,Unknown,3.5,Biochemistry Analyzer,71.69
14-Dec-2025,Cardiology,Troponin,7,60,700,4900,0,Unknown,4.3,Hematology Analyzer,85.29
14-Dec-2025,General Medicine,Blood Sugar,9,30,100,900,1,Contaminated Sample,2.3,Biochemistry Analyzer,80.55
14-Dec-2025,General Medicine,CBC,7,60,200,1400,0,Unknown,4,Biochemistry Analyzer,77.57
14-Dec-2025,General Medicine,LFT,10,120,400,4000,0,Unknown,3.8,Biochemistry Analyzer,80.59
14-Dec-2025,General Medicine,Lipid Profile,17,180,600,10200,2,"Contaminated Sample,Insufficient Volume",3.4,Hematology Analyzer,81.04
14-Dec-2025,General Medicine,Urine Routine,11,90,150,1650,0,Unknown,3.7,Hematology Analyzer,73.09
14-Dec-2025,General Surgery,CBC,7,60,200,1400,0,Unknown,4,Biochemistry Analyzer,71.51
14-Dec-2025,General Surgery,Coagulation Profile,7,150,500,3500,0,Unknown,4,Hematology Analyzer,69.91
14-Dec-2025,General Surgery,Crossmatch,14,240,800,11200,1,Contaminated Sample,4.2,Hematology Analyzer,73.65
14-Dec-2025,General Surgery,LFT,13,120,400,5200,0,Unknown,4.5,Hematology Analyzer,79.33
14-Dec-2025,Gynecology & OBG,CBC,13,60,200,2600,2,"Insufficient Volume,Insufficient Volume",3,Biochemistry Analyzer,74.05
14-Dec-2025,Gynecology & OBG,Hormone Panel,13,180,1500,19500,1,Clotted Sample,4,Hematology Analyzer,80.11
14-Dec-2025,Gynecology & OBG,Pregnancy Test,9,20,250,2250,1,Expired Reagent,3.2,Biochemistry Analyzer,65.92
14-Dec-2025,Gynecology & OBG,Ultrasound,7,45,1200,8400,0,Unknown,3.8,Ultrasound Machine,68.86
14-Dec-2025,Nephrology,Creatinine Clearance,19,1440,500,9500,1,Instrument Failure,4.8,Hematology Analyzer,81.39
14-Dec-2025,Nephrology,Electrolytes,10,60,300,3000,0,Unknown,4.2,Hematology Analyzer,80.64
14-Dec-2025,Nephrology,Renal Panel,10,120,600,6000,0,Unknown,3.8,Biochemistry Analyzer,80.89
14-Dec-2025,Nephrology,Urine Culture,9,2880,700,6300,0,Unknown,3.4,Hematology Analyzer,81.24
14-Dec-2025,Neurology,CT Brain,15,30,3000,45000,1,Instrument Failure,3,CT Scanner,67.5
14-Dec-2025,Neurology,EEG,17,45,1500,25500,1,Clotted Sample,4,Hematology Analyzer,69.35
