date,department,new_inpatient_admissions,new_outpatients,new_icu_admissions,post_op_complications,complications_rate,avg_length_of_stay,patients_per_doctor,consultations_per_shift,patient_satisfaction_score,bed_occupancy,diagnosis_name,diagnosis_inpatient_volume,diagnosis_outpatient_volume,diagnosis_cost,readmissions,readmission_rate,nurse_to_patient_ratio,ot_slots_available,ot_slots_used,ot_utilization_rate,ed_visit_volume,ed_wait_time
22-Oct-2025,Pediatrics,0,13,0,0,0,0.5,13,11,3.81,82,Anemia,0,13,20800,0,0,0.24,0,0,0,48,61
22-Oct-2025,Orthopedics,16,0,2,1,6.25,4.1,19,4,3.88,82,Fracture,16,0,199680,1,6.25,0.3,14,7,50,8,46
22-Oct-2025,Orthopedics,0,48,0,0,0,1.4,18,6,4.82,90,Osteoarthritis,0,48,100800,0,0,0.27,11,7,63.64,9,57
22-Oct-2025,Orthopedics,0,41,0,0,0,0.6,17,6,4.5,71,Back Pain,0,41,86100,0,0,0.32,11,4,36.36,14,37
22-Oct-2025,Orthopedics,16,0,2,1,6.25,3.3,12,12,4.44,90,Joint Replacement,16,0,265072,1,6.25,0.24,14,1,7.14,18,38
22-Oct-2025,Orthopedics,7,19,0,0,0,3.9,27,4,4.72,90,Sports Injury,7,19,156016,1,14.29,0.2,6,2,33.33,7,34
22-Oct-2025,Orthopedics,14,0,1,0,0,3.1,14,12,4.84,92,Spinal Disorder,14,0,208320,2,14.29,0.28,12,0,0,6,19
22-Oct-2025,Cardiology,3,0,0,1,33.33,3.2,20,6,4.87,79,Myocardial Infarction,3,0,50658,1,33.33,0.16,0,0,0,87,116
22-Oct-2025,Cardiology,4,0,0,1,25,4.7,22,6,3.56,90,Heart Failure,4,0,76900,0,0,0.3,0,0,0,41,120
22-Oct-2025,Cardiology,4,23,0,0,0,3.4,21,9,4.67,77,Arrhythmia,4,23,139792,0,0,0.21,0,0,0,48,51
22-Oct-2025,Cardiology,0,48,0,0,0,0.8,15,8,3.64,76,Hypertension,0,48,120000,0,0,0.17,0,0,0,62,105
22-Oct-2025,Cardiology,0,39,0,0,0,0.8,20,10,4.79,90,Stable Angina,0,39,97500,0,0,0.21,0,0,0,63,59
22-Oct-2025,Cardiology,0,34,0,0,0,1.1,17,10,3.53,76,Dyslipidemia,0,34,85000,0,0,0.3,0,0,0,85,113
22-Oct-2025,Pulmonology,7,0,0,1,14.29,7.8,16,12,4.45,95,COPD,7,0,50554,1,14.29,0.22,0,0,0,50,68
22-Oct-2025,Pulmonology,12,0,1,2,16.67,6.7,20,9,4.13,76,Pneumonia,12,0,104412,1,8.33,0.27,0,0,0,34,15
22-Oct-2025,Pulmonology,10,10,1,0,0,5.2,26,9,4.1,65,Asthma,10,10,136660,0,0,0.29,0,0,0,32,36
22-Oct-2025,Pulmonology,0,19,0,0,0,1.9,22,11,3.84,75,Bronchitis,0,19,32300,0,0,0.28,0,0,0,29,63
22-Oct-2025,Pulmonology,12,0,2,0,0,6.9,19,12,4.73,66,Tuberculosis,12,0,138012,0,0,0.24,0,0,0,43,95
22-Oct-2025,Pulmonology,0,36,0,0,0,0.8,18,12,4.81,87,Allergic Rhinitis,0,36,61200,0,0,0.33,0,0,0,75,91
23-Oct-2025,General Medicine,20,0,3,2,10,7.4,13,4,3.63,67,Sepsis,20,0,142400,0,0,0.22,0,0,0,84,77
23-Oct-2025,General Medicine,17,0,2,1,5.88,7.3,20,8,4.84,76,Hypertension Crisis,17,0,117878,2,11.76,0.18,0,0,0,58,57
23-Oct-2025,General Medicine,20,0,3,1,5,7.6,21,9,4.02,73,Pneumonia,20,0,128400,0,0,0.22,0,0,0,52,115
23-Oct-2025,General Medicine,0,18,0,0,0,1.5,23,9,4.14,84,Diabetes,0,18,27000,0,0,0.27,0,0,0,52,53
23-Oct-2025,General Medicine,0,33,0,0,0,1.4,14,6,4.74,94,Hypertension,0,33,49500,0,0,0.28,0,0,0,90,35
23-Oct-2025,General Medicine,6,15,0,1,16.67,6.9,26,11,4.53,73,Fever,6,15,60312,0,0,0.18,0,0,0,52,60
23-Oct-2025,General Medicine,0,12,0,0,0,1.4,15,5,4.16,66,Anemia,0,12,18000,0,0,0.27,0,0,0,85,62
23-Oct-2025,General Surgery,4,0,0,1,25,3.5,12,12,3.66,77,Appendicitis,4,0,43336,0,0,0.22,13,2,15.38,14,38
23-Oct-2025,General Surgery,11,0,0,0,0,6.7,22,4,4.55,83,Gallstones,11,0,160886,0,0,0.29,12,4,33.33,21,35
23-Oct-2025,General Surgery,7,0,0,1,14.29,5.4,13,4,3.93,73,Hernia,7,0,72247,1,14.29,0.17,14,5,35.71,6,51
23-Oct-2025,General Surgery,0,50,0,0,0,0.6,22,6,4.25,92,Wound Care,0,50,100000,0,0,0.24,14,5,35.71,23,44
23-Oct-2025,General Surgery,0,42,0,0,0,0.6,24,10,4.48,68,Surgical Consult,0,42,84000,0,0,0.27,12,8,66.67,10,51
23-Oct-2025,General Surgery,3,0,0,0,0,7.2,12,9,4.77,78,Post-op Infection,3,0,31176,1,33.33,0.32,7,1,14.29,13,17
23-Oct-2025,Nephrology,11,0,2,1,9.09,5.1,17,6,4.76,93,CKD,11,0,88297,1,9.09,0.2,0,0,0,18,36
23-Oct-2025,Nephrology,3,0,0,1,33.33,4.9,26,10,3.93,72,AKI,3,0,29898,0,0,0.17,0,0,0,16,23
23-Oct-2025,Nephrology,0,25,0,0,0,1.6,20,9,4.49,67,Hemodialysis,0,25,45000,0,0,0.18,0,0,0,20,19
23-Oct-2025,Nephrology,7,20,1,1,14.29,4.2,13,4,4.88,92,UTI,7,20,113931,0,0,0.28,0,0,0,21,45
23-Oct-2025,Nephrology,8,0,0,0,0,5.2,15,6,3.99,79,Renal Calculi,8,0,68960,1,12.5,0.26,0,0,0,24,36
23-Oct-2025,Nephrology,0,21,0,0,0,1.8,13,11,4.06,87,Follow-up Nephropathy,0,21,37800,0,0,0.24,0,0,0,14,29
23-Oct-2025,Neurology,19,0,2,1,5.26,6.2,28,10,4.26,83,Stroke,19,0,211375,1,5.26,0.32,0,0,0,18,34
23-Oct-2025,Neurology,3,18,0,1,33.33,5.7,22,12,3.93,95,Epilepsy,3,18,75591,1,33.33,0.31,0,0,0,22,9
23-Oct-2025,Neurology,0,29,0,0,0,1.8,17,5,4.79,75,Migraine,0,29,63800,0,0,0.27,0,0,0,16,24
23-Oct-2025,Neurology,0,16,0,0,0,1.8,22,4,4.74,93,Neuropathy,0,16,35200,0,0,0.24,0,0,0,18,27
23-Oct-2025,Neurology,9,0,1,1,11.11,3.3,28,11,4.4,76,Meningitis,9,0,119619,1,11.11,0.17,0,0,0,19,55
23-Oct-2025,Neurology,0,33,0,0,0,1.2,26,7,4.88,82,Parkinsonism,0,33,72600,0,0,0.27,0,0,0,20,33
23-Oct-2025,Gynecology & OBG,16,0,1,1,6.25,7.6,27,5,3.94,85,Normal Delivery,16,0,164080,0,0,0.16,13,1,7.69,25,26
23-Oct-2025,Gynecology & OBG,9,0,1,0,0,7,20,5,3.87,91,C-Section,9,0,71460,1,11.11,0.28,14,5,35.71,24,58
23-Oct-2025,Gynecology & OBG,0,10,0,0,0,2,18,11,3.87,83,PCOS,0,10,20000,0,0,0.25,7,0,0,6,10
23-Oct-2025,Gynecology & OBG,0,24,0,0,0,1.1,16,5,3.7,85,Antenatal Checkup,0,24,48000,0,0,0.21,8,4,50,11,16
23-Oct-2025,Gynecology & OBG,14,0,0,2,14.29,6.4,23,7,4.04,75,Fibroid Uterus,14,0,151466,2,14.29,0.21,11,8,72.73,17,16
23-Oct-2025,Gynecology & OBG,0,36,0,0,0,1,19,8,4.21,83,Menstrual Disorder,0,36,72000,0,0,0.27,9,2,22.22,18,36
23-Oct-2025,Pediatrics,11,21,1,0,0,7.8,26,11,3.76,86,Asthma,11,21,117717,1,9.09,0.27,0,0,0,72,32
23-Oct-2025,Pediatrics,0,33,0,0,0,1.4,25,5,4.11,88,Fever,0,33,52800,0,0,0.22,0,0,0,27,55
23-Oct-2025,Pediatrics,4,5,0,0,0,5.2,16,9,3.99,89,Diarrhea,4,5,36380,1,25,0.25,0,0,0,33,71
23-Oct-2025,Pediatrics,12,0,1,0,0,7.7,12,5,4.17,65,Pneumonia,12,0,117852,1,8.33,0.27,0,0,0,64,39
23-Oct-2025,Pediatrics,14,0,2,0,0,5.8,24,9,4.38,75,Malnutrition,14,0,137830,0,0,0.26,0,0,0,29,18
23-Oct-2025,Pediatrics,0,19,0,0,0,0.8,23,6,3.97,84,Anemia,0,19,30400,0,0,0.27,0,0,0,38,64
23-Oct-2025,Orthopedics,15,0,0,1,6.67,5.2,22,7,3.94,68,Fracture,15,0,234105,2,13.33,0.18,14,7,50,7,27
23-Oct-2025,Orthopedics,0,13,0,0,0,1.3,23,12,4.1,84,Osteoarthritis,0,13,27300,0,0,0.18,5,1,20,24,39
23-Oct-2025,Orthopedics,0,27,0,0,0,1.4,24,5,3.73,66,Back Pain,0,27,56700,0,0,0.29,6,5,83.33,24,17
23-Oct-2025,Orthopedics,12,0,2,2,16.67,6.8,25,5,4.06,69,Joint Replacement,12,0,177276,1,8.33,0.17,5,1,20,19,60
23-Oct-2025,Orthopedics,12,22,1,1,8.33,5.1,15,11,4.73,89,Sports Injury,12,22,240168,0,0,0.22,9,2,22.22,9,43
23-Oct-2025,Orthopedics,16,0,2,1,6.25,4,18,5,3.6,93,Spinal Disorder,16,0,226768,2,12.5,0.19,11,9,81.82,24,37
23-Oct-2025,Cardiology,3,0,0,1,33.33,5.9,17,6,4.39,76,Myocardial Infarction,3,0,63696,1,33.33,0.17,0,0,0,31,43
23-Oct-2025,Cardiology,7,0,1,0,0,4.7,25,11,4.28,88,Heart Failure,7,0,129675,0,0,0.27,0,0,0,41,74
23-Oct-2025,Cardiology,12,25,1,0,0,6.9,20,8,3.75,86,Arrhythmia,12,25,281572,1,8.33,0.21,0,0,0,38,91
23-Oct-2025,Cardiology,0,38,0,0,0,1.2,28,5,4.58,88,Hypertension,0,38,95000,0,0,0.24,0,0,0,41,100
23-Oct-2025,Cardiology,0,38,0,0,0,1.6,28,6,4.68,76,Stable Angina,0,38,95000,0,0,0.23,0,0,0,49,32
23-Oct-2025,Cardiology,0,31,0,0,0,0.9,15,6,3.61,74,Dyslipidemia,0,31,77500,0,0,0.22,0,0,0,26,36
23-Oct-2025,Pulmonology,5,0,0,1,20,5.6,24,11,4.58,81,COPD,5,0,57065,0,0,0.17,0,0,0,89,80
23-Oct-2025,Pulmonology,7,0,0,1,14.29,4.2,18,4,4.06,68,Pneumonia,7,0,76853,0,0,0.27,0,0,0,31,15
23-Oct-2025,Pulmonology,11,13,1,1,9.09,4.6,21,8,4.14,71,Asthma,11,13,137589,1,9.09,0.31,0,0,0,44,109
23-Oct-2025,Pulmonology,0,19,0,0,0,1,18,7,4.39,69,Bronchitis,0,19,32300,0,0,0.32,0,0,0,69,34
23-Oct-2025,Pulmonology,14,0,1,1,7.14,3.2,23,10,3.52,89,Tuberculosis,14,0,166824,1,7.14,0.29,0,0,0,76,103
23-Oct-2025,Pulmonology,0,39,0,0,0,0.7,27,10,4.87,70,Allergic Rhinitis,0,39,66300,0,0,0.2,0,0,0,40,113
24-Oct-2025,General Medicine,17,0,0,0,0,4,26,12,3.52,95,Sepsis,17,0,126939,2,11.76,0.27,0,0,0,47,114
24-Oct-2025,General Medicine,6,0,0,1,16.67,3.6,12,11,4.31,75,Hypertension Crisis,6,0,44664,1,16.67,0.21,0,0,0,59,68
24-Oct-2025,General Medicine,8,0,1,0,0,4.2,12,4,4.08,87,Pneumonia,8,0,41792,1,12.5,0.19,0,0,0,35,100
24-Oct-2025,General Medicine,0,24,0,0,0,0.9,15,7,3.7,72,Diabetes,0,24,36000,0,0,0.29,0,0,0,41,114
24-Oct-2025,General Medicine,0,27,0,0,0,1.7,22,10,4.13,92,Hypertension,0,27,40500,0,0,0.3,0,0,0,72,29
24-Oct-2025,General Medicine,6,8,0,0,0,3.4,13,8,3.96,90,Fever,6,8,56370,1,16.67,0.19,0,0,0,29,17
24-Oct-2025,General Medicine,0,26,0,0,0,1.9,19,6,4.05,93,Anemia,0,26,39000,0,0,0.18,0,0,0,71,90
24-Oct-2025,General Surgery,3,0,0,0,0,4.9,13,12,4.73,75,Appendicitis,3,0,34206,1,33.33,0.31,9,5,55.56,19,40
24-Oct-2025,General Surgery,20,0,3,3,15,6.3,19,5,3.94,88,Gallstones,20,0,266820,3,15,0.21,6,4,66.67,23,47
24-Oct-2025,General Surgery,10,0,0,1,10,5.8,21,12,3.56,69,Hernia,10,0,126570,1,10,0.2,15,11,73.33,8,22
24-Oct-2025,General Surgery,0,16,0,0,0,0.9,15,10,4.15,93,Wound Care,0,16,32000,0,0,0.22,13,10,76.92,6,46
24-Oct-2025,General Surgery,0,24,0,0,0,0.6,19,5,4.01,94,Surgical Consult,0,24,48000,0,0,0.31,8,5,62.5,5,39
24-Oct-2025,General Surgery,11,0,0,1,9.09,3,13,7,4.69,80,Post-op Infection,11,0,163240,1,9.09,0.32,10,9,90,15,33
24-Oct-2025,Nephrology,4,0,0,1,25,5.1,14,11,4.37,92,CKD,4,0,39848,1,25,0.29,0,0,0,6,44
24-Oct-2025,Nephrology,15,0,2,0,0,5.4,12,7,3.91,66,AKI,15,0,155805,1,6.67,0.19,0,0,0,17,20
24-Oct-2025,Nephrology,0,17,0,0,0,1.4,14,11,4.22,76,Hemodialysis,0,17,30600,0,0,0.26,0,0,0,20,49
24-Oct-2025,Nephrology,10,19,1,1,10,4.4,24,9,4.13,89,UTI,10,19,147730,1,10,0.3,0,0,0,16,59
24-Oct-2025,Nephrology,19,0,2,2,10.53,7.4,19,12,3.75,87,Renal Calculi,19,0,226290,0,0,0.28,0,0,0,19,34
24-Oct-2025,Nephrology,0,35,0,0,0,1.6,12,12,4.37,87,Follow-up Nephropathy,0,35,63000,0,0,0.22,0,0,0,22,47
24-Oct-2025,Neurology,13,0,2,1,7.69,5,14,8,4.76,83,Stroke,13,0,161499,1,7.69,0.16,0,0,0,9,20
24-Oct-2025,Neurology,8,9,0,1,12.5,6.4,17,10,3.6,83,Epilepsy,8,9,119824,0,0,0.26,0,0,0,6,47
24-Oct-2025,Neurology,0,39,0,0,0,0.9,16,6,3.52,75,Migraine,0,39,85800,0,0,0.28,0,0,0,12,31
24-Oct-2025,Neurology,0,13,0,0,0,2,22,5,4.75,74,Neuropathy,0,13,28600,0,0,0.26,0,0,0,7,28
24-Oct-2025,Neurology,11,0,0,0,0,5.5,27,8,4.48,89,Meningitis,11,0,131208,1,9.09,0.16,0,0,0,10,24
24-Oct-2025,Neurology,0,41,0,0,0,1.9,25,10,4.67,73,Parkinsonism,0,41,90200,0,0,0.24,0,0,0,15,58
24-Oct-2025,Gynecology & OBG,17,0,1,2,11.76,7.6,21,8,3.67,79,Normal Delivery,17,0,149651,2,11.76,0.21,14,13,92.86,21,6
24-Oct-2025,Gynecology & OBG,7,0,0,0,0,4.2,21,4,4.54,80,C-Section,7,0,69405,1,14.29,0.23,7,7,100,9,43
24-Oct-2025,Gynecology & OBG,0,13,0,0,0,0.6,22,4,4.14,71,PCOS,0,13,26000,0,0,0.26,13,1,7.69,17,8
24-Oct-2025,Gynecology & OBG,0,31,0,0,0,0.7,23,5,3.69,80,Antenatal Checkup,0,31,62000,0,0,0.19,10,3,30,19,57
24-Oct-2025,Gynecology & OBG,12,0,1,1,8.33,6.5,18,9,4.57,70,Fibroid Uterus,12,0,114576,1,8.33,0.26,11,7,63.64,24,29
24-Oct-2025,Gynecology & OBG,0,39,0,0,0,1.6,22,6,3.89,86,Menstrual Disorder,0,39,78000,0,0,0.28,7,2,28.57,16,55
24-Oct-2025,Pediatrics,2,15,0,1,50,4.5,26,9,4.15,70,Asthma,2,15,41006,0,0,0.3,0,0,0,81,98
24-Oct-2025,Pediatrics,0,48,0,0,0,0.5,28,12,3.59,76,Fever,0,48,76800,0,0,0.28,0,0,0,33,14
24-Oct-2025,Pediatrics,12,10,0,0,0,6.9,26,11,4.55,78,Diarrhea,12,10,129256,1,8.33,0.28,0,0,0,90,57
24-Oct-2025,Pediatrics,13,0,1,0,0,7.5,22,5,3.85,94,Pneumonia,13,0,93704,1,7.69,0.27,0,0,0,80,74
24-Oct-2025,Pediatrics,3,0,0,0,0,4.8,26,5,4.59,75,Malnutrition,3,0,22062,0,0,0.16,0,0,0,62,105
24-Oct-2025,Pediatrics,0,15,0,0,0,1.8,16,9,4.03,78,Anemia,0,15,24000,0,0,0.29,0,0,0,33,65
24-Oct-2025,Orthopedics,20,0,2,2,10,3.5,23,8,4.21,70,Fracture,20,0,331460,3,15,0.21,9,2,22.22,9,56
24-Oct-2025,Orthopedics,0,28,0,0,0,0.9,16,7,4.62,66,Osteoarthritis,0,28,58800,0,0,0.3,11,2,18.18,20,19
24-Oct-2025,Orthopedics,0,11,0,0,0,1,22,10,3.98,77,Back Pain,0,11,23100,0,0,0.3,14,13,92.86,14,15
24-Oct-2025,Orthopedics,13,0,2,1,7.69,7.3,21,10,4.44,95,Joint Replacement,13,0,195676,1,7.69,0.26,9,0,0,8,34
24-Oct-2025,Orthopedics,12,11,1,1,8.33,3.3,26,4,4.87,71,Sports Injury,12,11,179976,1,8.33,0.18,8,8,100,20,35
24-Oct-2025,Orthopedics,10,0,1,0,0,4.7,28,8,4.18,75,Spinal Disorder,10,0,151700,1,10,0.21,5,4,80,21,57
24-Oct-2025,Cardiology,5,0,0,0,0,4.2,13,4,4.48,91,Myocardial Infarction,5,0,106950,1,20,0.23,0,0,0,35,32
24-Oct-2025,Cardiology,11,0,1,1,9.09,6.9,17,5,4.57,93,Heart Failure,11,0,179784,1,9.09,0.19,0,0,0,44,120
24-Oct-2025,Cardiology,4,7,0,0,0,6,12,6,4.15,94,Arrhythmia,4,7,77964,0,0,0.19,0,0,0,76,22
24-Oct-2025,Cardiology,0,16,0,0,0,1.9,21,7,3.68,91,Hypertension,0,16,40000,0,0,0.16,0,0,0,44,37
24-Oct-2025,Cardiology,0,28,0,0,0,1.9,21,12,4.83,82,Stable Angina,0,28,70000,0,0,0.23,0,0,0,53,113
24-Oct-2025,Cardiology,0,39,0,0,0,1.4,14,7,4.72,88,Dyslipidemia,0,39,97500,0,0,0.32,0,0,0,35,34
24-Oct-2025,Pulmonology,11,0,1,0,0,4.8,16,9,3.6,74,COPD,11,0,80608,1,9.09,0.18,0,0,0,40,32
24-Oct-2025,Pulmonology,13,0,2,0,0,5.3,25,10,3.5,69,Pneumonia,13,0,118989,1,7.69,0.19,0,0,0,43,106
24-Oct-2025,Pulmonology,2,24,0,1,50,6.2,13,7,3.94,76,Asthma,2,24,58398,0,0,0.28,0,0,0,89,97
24-Oct-2025,Pulmonology,0,26,0,0,0,0.6,19,5,3.8,88,Bronchitis,0,26,44200,0,0,0.28,0,0,0,41,114
24-Oct-2025,Pulmonology,14,0,2,0,0,4,25,10,4.4,89,Tuberculosis,14,0,114310,0,0,0.18,0,0,0,28,90
24-Oct-2025,Pulmonology,0,24,0,0,0,1,12,8,3.57,67,Allergic Rhinitis,0,24,40800,0,0,0.18,0,0,0,70,115
25-Oct-2025,General Medicine,8,0,0,0,0,5,23,11,4.14,95,Sepsis,8,0,53512,0,0,0.22,0,0,0,62,11
25-Oct-2025,General Medicine,14,0,2,0,0,5.8,17,5,3.82,69,Hypertension Crisis,14,0,99386,1,7.14,0.24,0,0,0,60,85
25-Oct-2025,General Medicine,16,0,1,1,6.25,3.6,15,8,4.73,89,Pneumonia,16,0,106400,0,0,0.2,0,0,0,79,100
25-Oct-2025,General Medicine,0,49,0,0,0,0.9,25,8,3.91,67,Diabetes,0,49,73500,0,0,0.3,0,0,0,27,86
25-Oct-2025,General Medicine,0,49,0,0,0,1.1,23,4,4.45,70,Hypertension,0,49,73500,0,0,0.2,0,0,0,74,70
25-Oct-2025,General Medicine,8,15,0,1,12.5,6.4,20,4,4.73,85,Fever,8,15,70212,0,0,0.25,0,0,0,44,23
25-Oct-2025,General Medicine,0,14,0,0,0,1,27,10,4.05,95,Anemia,0,14,21000,0,0,0.33,0,0,0,70,75
25-Oct-2025,General Surgery,12,0,0,1,8.33,7.1,22,5,3.88,84,Appendicitis,12,0,156936,1,8.33,0.31,10,3,30,25,50
25-Oct-2025,General Surgery,4,0,0,1,25,6.9,28,11,3.5,75,Gallstones,4,0,49388,0,0,0.32,15,1,6.67,23,28
25-Oct-2025,General Surgery,12,0,0,2,16.67,5,16,7,4.03,79,Hernia,12,0,154596,1,8.33,0.21,10,1,10,22,15
25-Oct-2025,General Surgery,0,44,0,0,0,1.3,23,5,4.76,65,Wound Care,0,44,88000,0,0,0.2,8,3,37.5,10,56
25-Oct-2025,General Surgery,0,15,0,0,0,1.4,25,8,3.85,92,Surgical Consult,0,15,30000,0,0,0.22,7,3,42.86,19,13
25-Oct-2025,General Surgery,8,0,1,0,0,5.3,15,7,4.44,90,Post-op Infection,8,0,82424,0,0,0.21,8,4,50,19,29
25-Oct-2025,Nephrology,5,0,0,1,20,4.6,14,8,4.49,73,CKD,5,0,50050,1,20,0.25,0,0,0,23,26
25-Oct-2025,Nephrology,18,0,1,0,0,8,26,6,4.75,76,AKI,18,0,191520,1,5.56,0.33,0,0,0,13,25
25-Oct-2025,Nephrology,0,32,0,0,0,0.9,22,8,3.72,66,Hemodialysis,0,32,57600,0,0,0.24,0,0,0,16,56
25-Oct-2025,Nephrology,3,24,0,1,33.33,4.7,18,11,4.47,74,UTI,3,24,69990,1,33.33,0.27,0,0,0,9,54
25-Oct-2025,Nephrology,5,0,0,0,0,4.7,14,4,4.83,76,Renal Calculi,5,0,59540,0,0,0.31,0,0,0,5,59
25-Oct-2025,Nephrology,0,37,0,0,0,0.9,13,5,4.59,65,Follow-up Nephropathy,0,37,66600,0,0,0.31,0,0,0,22,40
25-Oct-2025,Neurology,20,0,3,0,0,6.1,28,8,4.23,82,Stroke,20,0,240640,1,5,0.29,0,0,0,5,27
25-Oct-2025,Neurology,9,21,1,0,0,7.9,16,11,4.7,83,Epilepsy,9,21,139881,1,11.11,0.2,0,0,0,12,50
25-Oct-2025,Neurology,0,43,0,0,0,1,16,6,3.94,87,Migraine,0,43,94600,0,0,0.18,0,0,0,19,59
25-Oct-2025,Neurology,0,13,0,0,0,0.7,18,6,3.58,68,Neuropathy,0,13,28600,0,0,0.24,0,0,0,8,40
25-Oct-2025,Neurology,3,0,0,1,33.33,4.4,14,11,4.47,71,Meningitis,3,0,36699,0,0,0.3,0,0,0,15,5
25-Oct-2025,Neurology,0,29,0,0,0,0.6,13,10,4.07,94,Parkinsonism,0,29,63800,0,0,0.31,0,0,0,22,54
25-Oct-2025,Gynecology & OBG,6,0,0,1,16.67,5.6,27,10,3.89,90,Normal Delivery,6,0,49980,1,16.67,0.21,7,7,100,16,58
25-Oct-2025,Gynecology & OBG,17,0,1,2,11.76,3.7,13,12,3.52,67,C-Section,17,0,195585,2,11.76,0.29,10,4,40,5,14
25-Oct-2025,Gynecology & OBG,0,19,0,0,0,1.6,13,9,3.78,83,PCOS,0,19,38000,0,0,0.24,15,14,93.33,10,41
25-Oct-2025,Gynecology & OBG,0,32,0,0,0,1.6,25,11,3.94,73,Antenatal Checkup,0,32,64000,0,0,0.33,12,1,8.33,7,42
25-Oct-2025,Gynecology & OBG,18,0,3,3,16.67,4.3,22,12,3.58,66,Fibroid Uterus,18,0,137808,1,5.56,0.18,10,1,10,16,27
25-Oct-2025,Gynecology & OBG,0,37,0,0,0,2,24,9,3.74,68,Menstrual Disorder,0,37,74000,0,0,0.21,14,1,7.14,14,20
25-Oct-2025,Pediatrics,8,5,1,1,12.5,7.3,25,12,3.87,74,Asthma,8,5,58176,1,12.5,0.25,0,0,0,56,65
25-Oct-2025,Pediatrics,0,40,0,0,0,1.7,25,12,4.32,89,Fever,0,40,64000,0,0,0.23,0,0,0,27,40
25-Oct-2025,Pediatrics,7,21,1,1,14.29,5.5,28,5,4.64,65,Diarrhea,7,21,86884,1,14.29,0.28,0,0,0,49,109
25-Oct-2025,Pediatrics,6,0,0,1,16.67,4.6,22,5,4.31,95,Pneumonia,6,0,38406,0,0,0.23,0,0,0,39,63
25-Oct-2025,Pediatrics,19,0,1,2,10.53,6.4,15,7,4.27,85,Malnutrition,19,0,125970,0,0,0.22,0,0,0,25,110
25-Oct-2025,Pediatrics,0,40,0,0,0,0.7,24,5,3.6,76,Anemia,0,40,64000,0,0,0.31,0,0,0,29,50
25-Oct-2025,Orthopedics,18,0,1,3,16.67,5.1,28,5,4.28,93,Fracture,18,0,262584,0,0,0.3,15,8,53.33,9,29
25-Oct-2025,Orthopedics,0,16,0,0,0,1.4,20,6,4.27,66,Osteoarthritis,0,16,33600,0,0,0.31,5,3,60,18,27
25-Oct-2025,Orthopedics,0,25,0,0,0,1.8,17,4,4.17,86,Back Pain,0,25,52500,0,0,0.31,7,5,71.43,20,51
25-Oct-2025,Orthopedics,9,0,1,1,11.11,6.1,12,8,3.51,72,Joint Replacement,9,0,142209,1,11.11,0.28,14,1,7.14,11,16
25-Oct-2025,Orthopedics,7,20,1,1,14.29,7.7,14,7,4.67,94,Sports Injury,7,20,165466,1,14.29,0.21,8,1,12.5,14,19
25-Oct-2025,Orthopedics,16,0,1,1,6.25,6.5,27,11,4.54,88,Spinal Disorder,16,0,226400,1,6.25,0.29,7,4,57.14,12,55
25-Oct-2025,Cardiology,13,0,0,2,15.38,7.4,24,6,4.52,72,Myocardial Infarction,13,0,252447,1,7.69,0.21,0,0,0,44,114
25-Oct-2025,Cardiology,9,0,0,0,0,4.2,21,8,4.17,84,Heart Failure,9,0,192555,0,0,0.29,0,0,0,27,81
25-Oct-2025,Cardiology,3,7,0,1,33.33,5.8,16,11,3.69,85,Arrhythmia,3,7,67918,1,33.33,0.31,0,0,0,50,56
25-Oct-2025,Cardiology,0,18,0,0,0,1.3,22,4,3.59,66,Hypertension,0,18,45000,0,0,0.24,0,0,0,70,18
25-Oct-2025,Cardiology,0,24,0,0,0,1.8,14,8,4.76,67,Stable Angina,0,24,60000,0,0,0.27,0,0,0,52,28
25-Oct-2025,Cardiology,0,41,0,0,0,1.1,20,5,4.5,75,Dyslipidemia,0,41,102500,0,0,0.16,0,0,0,30,65
25-Oct-2025,Pulmonology,14,0,2,0,0,5.9,23,4,3.74,91,COPD,14,0,127596,1,7.14,0.22,0,0,0,81,114
25-Oct-2025,Pulmonology,14,0,1,1,7.14,5.5,20,10,4.28,75,Pneumonia,14,0,137704,0,0,0.25,0,0,0,65,29
25-Oct-2025,Pulmonology,9,8,0,0,0,7.7,18,10,4.05,73,Asthma,9,8,97705,1,11.11,0.26,0,0,0,82,14
25-Oct-2025,Pulmonology,0,24,0,0,0,0.6,24,5,4.68,79,Bronchitis,0,24,40800,0,0,0.26,0,0,0,40,19
25-Oct-2025,Pulmonology,4,0,0,0,0,3.2,18,6,3.78,73,Tuberculosis,4,0,39308,0,0,0.25,0,0,0,90,89
25-Oct-2025,Pulmonology,0,33,0,0,0,0.9,14,4,4.2,65,Allergic Rhinitis,0,33,56100,0,0,0.24,0,0,0,61,51
26-Oct-2025,General Medicine,16,0,2,0,0,5.6,20,8,4.66,84,Sepsis,16,0,121648,2,12.5,0.19,0,0,0,82,13
26-Oct-2025,General Medicine,14,0,1,0,0,6.9,22,9,4.14,65,Hypertension Crisis,14,0,107212,1,7.14,0.31,0,0,0,39,31
26-Oct-2025,General Medicine,20,0,3,1,5,3.8,22,4,4.26,73,Pneumonia,20,0,109360,2,10,0.3,0,0,0,55,49
26-Oct-2025,General Medicine,0,49,0,0,0,1,26,9,4.89,91,Diabetes,0,49,73500,0,0,0.31,0,0,0,69,37
